9.998845e+002,-3.116719e+000
1.000849e+003,-3.346172e+000
1.001813e+003,-3.370391e+000
1.002777e+003,-3.224531e+000
1.003741e+003,-2.981875e+000
1.004706e+003,-2.608984e+000
1.005670e+003,-1.919297e+000
1.006634e+003,-8.021094e-001
1.007598e+003,-6.478906e-001
1.008563e+003,-1.560234e+000
1.009527e+003,-2.454141e+000
1.010491e+003,-2.664922e+000
1.011455e+003,-2.167656e+000
1.012420e+003,-1.395156e+000
1.013384e+003,-8.019531e-001
1.014348e+003,-4.057031e-001
1.015312e+003,-1.754766e+000
1.016276e+003,-3.836719e+000
1.017241e+003,-4.352578e+000
1.018205e+003,-3.693125e+000
1.019169e+003,-2.979687e+000
1.020133e+003,-2.740313e+000
1.021098e+003,-2.699687e+000
1.022062e+003,-3.672422e+000
1.023026e+003,-2.576172e+000
1.023990e+003,-2.821094e-001
1.024955e+003,3.562500e-001
1.025919e+003,2.499219e-001
1.026883e+003,5.031250e-001
1.027847e+003,1.017344e+000
1.028812e+003,1.168125e+000
1.029776e+003,9.700000e-001
1.030740e+003,-1.389297e+000
1.031704e+003,-3.260703e+000
1.032668e+003,-3.707422e+000
1.033633e+003,-2.996797e+000
1.034597e+003,-1.556172e+000
1.035561e+003,-2.750781e-001
1.036525e+003,-1.146328e+000
1.037490e+003,-2.482734e+000
1.038454e+003,-3.156328e+000
1.039418e+003,-3.848672e+000
1.040382e+003,-4.152031e+000
1.041347e+003,-3.354141e+000
1.042311e+003,-1.509531e+000
1.043275e+003,-1.679688e-002
1.044239e+003,-9.680469e-001
1.045203e+003,-2.038125e+000
1.046168e+003,1.468750e-001
1.047132e+003,1.084922e+000
1.048096e+003,3.480469e-001
1.049060e+003,-3.477344e-001
1.050025e+003,-3.212500e-001
1.050989e+003,-5.631250e-001
1.051953e+003,-1.440234e+000
1.052917e+003,-1.320703e+000
1.053882e+003,2.799219e-001
1.054846e+003,1.217422e+000
1.055810e+003,1.265391e+000
1.056774e+003,6.320313e-001
1.057739e+003,-1.657812e-001
1.058703e+003,-4.275781e-001
1.059667e+003,2.261719e-001
1.060631e+003,2.128125e-001
1.061595e+003,-5.235156e-001
1.062560e+003,5.604687e-001
1.063524e+003,2.460234e+000
1.064488e+003,3.970156e+000
1.065452e+003,4.640781e+000
1.066417e+003,4.488594e+000
1.067381e+003,3.467344e+000
1.068345e+003,3.777188e+000
1.069309e+003,5.189844e+000
1.070274e+003,6.749141e+000
1.071238e+003,7.621250e+000
1.072202e+003,6.816641e+000
1.073166e+003,4.971328e+000
1.074130e+003,3.687109e+000
1.075095e+003,3.743906e+000
1.076059e+003,7.078047e+000
1.077023e+003,1.008672e+001
1.077987e+003,8.047969e+000
1.078952e+003,6.097656e+000
1.079916e+003,7.003438e+000
1.080880e+003,8.553047e+000
1.081844e+003,7.766328e+000
1.082809e+003,6.213594e+000
1.083773e+003,7.242578e+000
1.084737e+003,8.735547e+000
1.085701e+003,9.354062e+000
1.086666e+003,9.813203e+000
1.087630e+003,9.896250e+000
1.088594e+003,9.247266e+000
1.089558e+003,8.102891e+000
1.090522e+003,7.452890e+000
1.091487e+003,8.286797e+000
1.092451e+003,8.801172e+000
1.093415e+003,8.309844e+000
1.094379e+003,7.048047e+000
1.095344e+003,5.992656e+000
1.096308e+003,6.464140e+000
1.097272e+003,8.174141e+000
1.098236e+003,9.169531e+000
1.099201e+003,8.713828e+000
1.100165e+003,7.639844e+000
1.101129e+003,6.391953e+000
1.102093e+003,5.695547e+000
1.103057e+003,5.493437e+000
1.104022e+003,5.683359e+000
1.104986e+003,6.128672e+000
1.105950e+003,6.730078e+000
1.106914e+003,7.273203e+000
1.107879e+003,5.941563e+000
1.108843e+003,3.609766e+000
1.109807e+003,2.686953e+000
1.110771e+003,2.915313e+000
1.111736e+003,4.260391e+000
1.112700e+003,5.313906e+000
1.113664e+003,4.654687e+000
1.114628e+003,2.803516e+000
1.115593e+003,2.090547e+000
1.116557e+003,2.293203e+000
1.117521e+003,2.279375e+000
1.118485e+003,1.953594e+000
1.119449e+003,1.221094e+000
1.120414e+003,2.764063e-001
1.121378e+003,-4.299219e-001
1.122342e+003,-4.012500e-001
1.123306e+003,5.142969e-001
1.124271e+003,1.448437e+000
1.125235e+003,2.057656e+000
1.126199e+003,1.578594e+000
1.127163e+003,3.364063e-001
1.128128e+003,1.990625e-001
1.129092e+003,1.054375e+000
1.130056e+003,1.235312e+000
1.131020e+003,9.265625e-002
1.131984e+003,-7.271094e-001
1.132949e+003,-1.332656e+000
1.133913e+003,-3.639844e-001
1.134877e+003,9.575781e-001
1.135841e+003,1.967344e+000
1.136806e+003,2.489219e+000
1.137770e+003,1.992656e+000
1.138734e+003,5.520313e-001
1.139698e+003,3.406250e-001
1.140663e+003,1.355703e+000
1.141627e+003,-2.265625e-002
1.142591e+003,-8.298438e-001
1.143555e+003,1.465312e+000
1.144520e+003,3.685000e+000
1.145484e+003,3.282031e+000
1.146448e+003,1.467188e+000
1.147412e+003,1.290156e+000
1.148376e+003,2.062187e+000
1.149341e+003,1.721250e+000
1.150305e+003,1.784766e+000
1.151269e+003,3.760781e+000
1.152233e+003,5.569140e+000
1.153198e+003,6.341016e+000
1.154162e+003,5.978750e+000
1.155126e+003,4.918359e+000
1.156090e+003,4.392969e+000
1.157055e+003,5.914063e+000
1.158019e+003,6.063984e+000
1.158983e+003,3.799766e+000
1.159947e+003,4.079609e+000
1.160911e+003,6.085312e+000
1.161876e+003,6.359453e+000
1.162840e+003,4.171953e+000
1.163804e+003,2.100625e+000
1.164769e+003,1.835078e+000
1.165733e+003,2.580859e+000
1.166697e+003,3.859531e+000
1.167661e+003,3.680156e+000
1.168625e+003,2.857109e+000
1.169590e+003,2.758359e+000
1.170554e+003,3.507031e+000
1.171518e+003,4.692969e+000
1.172482e+003,5.476719e+000
1.173447e+003,3.866172e+000
1.174411e+003,1.608203e+000
1.175375e+003,4.107578e+000
1.176339e+003,6.876563e+000
1.177304e+003,7.484453e+000
1.178268e+003,6.263515e+000
1.179232e+003,4.110859e+000
1.180196e+003,2.670781e+000
1.181161e+003,3.390469e+000
1.182125e+003,4.572813e+000
1.183089e+003,5.029375e+000
1.184053e+003,4.998594e+000
1.185017e+003,4.158438e+000
1.185982e+003,2.912188e+000
1.186946e+003,1.649531e+000
1.187910e+003,1.701250e+000
1.188874e+003,3.243047e+000
1.189839e+003,4.085078e+000
1.190803e+003,2.323672e+000
1.191767e+003,1.812109e+000
